acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat 
342,C_342,I,A,USD,false,1,0,1000000,93476.55,,bank,Jennifer,Swanson,6776 Thornton Mall Suite 128,Cochrantown,MD,US,24537,Female,2004-10-30,539-92-4920,-161.045240,-3.148287
343,C_343,I,A,USD,false,1,0,1000000,69370.62,,bank,Rebecca,Steele,03531 Meghan Forge,West Andrea,KY,US,55405,Female,1977-10-30,897-89-2479,48.526753,71.4874725
344,C_344,I,A,USD,false,1,0,1000000,60341.72,,bank,Sarah,Harris,750 Joseph Pine,Lake Philip,NJ,US,74406,Female,1960-09-18,495-76-5940,113.285802,25.641255
345,C_345,I,A,USD,false,1,0,1000000,89249.98,,bank,Meghan,Nguyen,4791 Adam Grove Suite 863,South Ashleyhaven,TN,US,03338,Female,2022-04-20,253-47-8779,-2.451393,85.0038515
346,C_346,I,A,USD,false,1,0,1000000,88999.74,,bank,Sean,Davis,037 Crawford Harbor,Candiceland,MH,US,02827,Male,2024-02-17,109-31-8710,129.678310,-3.079166
347,C_347,I,A,USD,false,1,0,1000000,75312.22,,bank,Patricia,Lee,1501 Monica Crossing Apt. 676,West Tyler,AK,US,70262,Female,1955-08-09,700-76-3919,-88.870381,13.3401595
348,C_348,I,A,USD,true,1,0,1000000,84729.48,,bank,Ryan,Sanchez,1685 Jennifer Greens Suite 396,Christopherfort,UT,US,97618,Male,2025-02-17,668-38-1850,123.814133,-22.3220565
349,C_349,I,A,USD,true,1,0,1000000,97678.49,,bank,Christopher,Paul,96385 Edwin Mount Apt. 861,New Megan,NV,US,28039,Male,2011-02-12,161-77-0069,-19.166493,27.001944
350,C_350,I,A,USD,false,1,0,1000000,77809.98,,bank,Daniel,Willis,81723 Conner Spurs,Smithville,VI,US,34863,Male,1936-04-09,091-13-1961,36.849799,-34.2431275
351,C_351,I,A,USD,false,1,0,1000000,71098.57,,bank,Michael,Adams,0212 Sean Land,New Valerie,GA,US,91300,Male,1921-10-05,876-84-6825,-7.815584,-11.951203
352,C_352,I,A,USD,false,1,0,1000000,63980.85,,bank,Donna,Williams,813 Samantha Lodge Apt. 913,West Sharon,WA,US,57576,Female,1996-01-24,064-51-6418,-29.458535,-83.011309
353,C_353,I,A,USD,false,1,0,1000000,52847.46,,bank,Kenneth,Donaldson,19040 Sydney Plaza,South Cody,MP,US,12416,Male,1938-08-11,254-31-0002,-141.135636,-64.5648275
354,C_354,I,A,USD,false,1,0,1000000,76155.90,,bank,Taylor,Morrow,375 Padilla Keys,South Paulshire,NJ,US,55054,Female,1911-09-05,223-27-6592,33.333491,-55.018366
355,C_355,I,A,USD,false,1,0,1000000,73286.18,,bank,Fernando,White,8806 Lopez Brook Suite 521,Lake Logan,MO,US,89012,Male,2014-12-15,602-32-6149,-121.508473,13.5127475
356,C_356,I,A,USD,false,1,0,1000000,76728.60,,bank,Troy,Bailey,402 Cox Pass,Tinachester,WA,US,58419,Male,1944-05-08,375-87-5930,-72.637312,-79.538685
357,C_357,I,A,USD,false,1,0,1000000,81687.23,,bank,Charles,Matthews,4901 Taylor Harbor,Meganside,CA,US,78425,Male,1919-08-08,545-32-9760,-149.961608,-55.1257725
358,C_358,I,A,USD,false,1,0,1000000,76264.85,,bank,Elizabeth,Bailey,112 Marie Keys Apt. 487,Johnside,WV,US,00943,Female,1962-10-09,506-42-4185,-173.144248,69.7787155
359,C_359,I,A,USD,false,1,0,1000000,95985.07,,bank,Desiree,Johnson,44235 Ann Way Apt. 759,Port Jesusport,GA,US,05718,Female,1921-06-04,315-34-5210,48.797273,22.494114
360,C_360,I,A,USD,false,1,0,1000000,72197.77,,bank,Zachary,Garcia,675 Duncan Cove,Bensonchester,MH,US,15250,Male,1971-04-24,272-22-6401,143.766823,-54.685637
361,C_361,I,A,USD,false,1,0,1000000,84978.62,,bank,Gloria,Carter,28133 Evans Hill,Vasquezhaven,PA,US,05928,Female,2006-08-04,569-64-9618,-169.346307,-14.2865405
362,C_362,I,A,USD,false,1,0,1000000,61069.01,,bank,David,Carter,41966 Sergio Bridge,Laceyburgh,MI,US,65657,Male,1936-11-28,798-20-2428,170.614901,43.475611
363,C_363,I,A,USD,false,1,0,1000000,50580.99,,bank,Marvin,Brown,54024 Crystal Pass,South Sarah,IA,US,59150,Male,1960-10-28,109-55-4545,124.831130,65.2977695
364,C_364,I,A,USD,false,1,0,1000000,85411.03,,bank,Brandy,Gutierrez,3121 Ryan Junctions Suite 125,Amandaville,MP,US,71860,Female,1936-01-05,712-19-0695,1.581191,-7.989867
365,C_365,I,A,USD,false,1,0,1000000,50412.81,,bank,Bianca,Potter,7084 Cindy Route,East Jacksonshire,MT,US,03704,Female,1970-12-02,521-59-5229,100.532617,89.9760485
366,C_366,I,A,USD,false,1,0,1000000,93543.22,,bank,William,Blackburn,1416 Kimberly Rue Apt. 151,Nealchester,ID,US,45505,Male,1916-06-22,323-65-2186,-15.820479,-11.0311315
367,C_367,I,A,USD,false,1,0,1000000,70594.66,,bank,Scott,Thompson,02845 Morrison Lodge,East Martin,AS,US,83823,Male,2013-05-23,278-19-4478,-60.075878,47.767885
368,C_368,I,A,USD,false,1,0,1000000,83055.56,,bank,Christopher,Coleman,167 Russell Loop Apt. 034,East Brandiberg,HI,US,49979,Male,2009-05-25,638-68-0660,-84.082929,-85.3693545
369,C_369,I,A,USD,false,1,0,1000000,93680.80,,bank,Karen,Khan,805 Samantha Islands,New Amber,NV,US,63978,Female,1988-10-21,731-81-9280,55.168336,61.402807
370,C_370,I,A,USD,false,1,0,1000000,73184.16,,bank,Christine,Morris,188 Brittney Village,North Ronaldchester,MH,US,63420,Female,1970-03-07,700-76-3395,85.440045,67.0577375
371,C_371,I,A,USD,false,1,0,1000000,91724.79,,bank,Michael,Caldwell,9624 Heather Burgs,South Andrea,UT,US,49610,Male,1964-11-01,468-51-1657,25.939124,-9.2673355
372,C_372,I,A,USD,false,1,0,1000000,78402.52,,bank,Joshua,Joseph,69253 Michael Loop,East Charlesburgh,NM,US,97467,Male,2016-04-14,101-62-8548,14.872620,35.897732
373,C_373,I,A,USD,false,1,0,1000000,57878.66,,bank,Yolanda,Anderson,273 Anderson Hills,Port Stevenborough,PR,US,64121,Female,1988-10-22,111-29-6695,84.846705,-9.559428
374,C_374,I,A,USD,false,1,0,1000000,81579.85,,bank,Robert,Cantu,76632 Zhang Club,West Haleybury,MD,US,11634,Male,1940-07-21,517-53-0880,-28.544517,-87.9454225
375,C_375,I,A,USD,false,1,0,1000000,72431.55,,bank,Cheryl,Schwartz,691 Rose Plaza,Port Jenniferland,WY,US,15553,Female,2008-08-03,625-75-9466,-159.205622,18.373211
376,C_376,I,A,USD,false,1,0,1000000,88175.21,,bank,Victoria,Kaiser,078 Watson Station Apt. 404,Johnport,IN,US,73776,Female,1936-08-03,656-30-7331,43.248264,-58.583822
377,C_377,I,A,USD,false,1,0,1000000,68318.44,,bank,James,Russo,31429 Roger Wall Suite 884,Sandersview,OH,US,44601,Male,2008-04-03,078-96-9695,-128.024636,36.9388745
378,C_378,I,A,USD,false,1,0,1000000,96069.59,,bank,Mark,Williams,1646 Kyle Passage Suite 908,Abigailfort,ID,US,57437,Male,2006-08-16,707-27-4744,133.255596,-15.865574
379,C_379,I,A,USD,false,1,0,1000000,87459.68,,bank,Marissa,Wheeler,22655 Chris Run Suite 560,Isabelshire,OR,US,46404,Female,1930-07-30,472-14-9074,60.313879,-54.4644765
380,C_380,I,A,USD,false,1,0,1000000,67431.20,,bank,Craig,Dennis,7847 Roberto Burg Suite 629,Mariemouth,IL,US,14990,Male,1966-12-03,041-81-8059,1.850973,-17.7458895
381,C_381,I,A,USD,false,1,0,1000000,94504.72,,bank,Jared,Ward,00546 Paul Ports Apt. 914,Port Randyport,VT,US,49620,Male,1992-09-16,598-92-2028,120.920338,24.1782665
382,C_382,I,A,USD,false,1,0,1000000,84630.82,,bank,Nancy,Castillo,92733 Seth Expressway Apt. 925,Lake Kevinburgh,CO,US,70903,Female,1921-10-16,586-75-5344,-164.135588,-79.486541
383,C_383,I,A,USD,false,1,0,1000000,68998.58,,bank,Morgan,Smith,67695 Guzman Port,East Cynthiaborough,TN,US,87157,Female,1996-05-08,532-64-0085,91.054687,-82.586490
384,C_384,I,A,USD,false,1,0,1000000,80738.59,,bank,Andrea,Camacho,57781 Moore Plaza,Lopezstad,NH,US,21876,Female,2021-04-14,885-04-7648,26.536495,77.1419345
385,C_385,I,A,USD,false,1,0,1000000,99882.13,,bank,Jessica,Cooper,9119 Melissa Mill,Lake Ashley,DE,US,06240,Female,1961-04-05,426-64-1678,-147.807189,-38.221838
386,C_386,I,A,USD,false,1,0,1000000,58097.50,,bank,Brian,Hunter,0768 Caitlyn Brook,Lake Stacey,TX,US,53331,Male,1942-01-03,728-32-9782,-166.613641,-59.159219
387,C_387,I,A,USD,false,1,0,1000000,70480.14,,bank,Bonnie,Stanley,95351 Anderson Fork,Lake Alicefort,CT,US,76455,Female,1990-09-25,336-62-2510,92.487600,-41.9693595
388,C_388,I,A,USD,false,1,0,1000000,58938.16,,bank,Maria,Allen,074 Erin Fields Apt. 747,North Mitchellbury,VI,US,80334,Female,1937-01-16,672-50-1575,-85.238096,-21.5076395
389,C_389,I,A,USD,false,1,0,1000000,60640.15,,bank,Hannah,Ruiz,82976 Perry Fort Apt. 165,Samanthachester,WV,US,54459,Female,1944-07-22,034-15-4618,-7.954046,50.5442955
390,C_390,I,A,USD,false,1,0,1000000,57850.11,,bank,Jason,Brown,5719 Maureen Ridge Apt. 630,Jerryville,VA,US,51152,Male,2005-05-05,016-29-4721,117.819069,-83.753724
391,C_391,I,A,USD,false,1,0,1000000,79113.23,,bank,Tiffany,Wong,33341 Michelle Forges Suite 107,Port Michael,VI,US,56230,Female,2016-01-01,476-18-9968,-175.951349,-37.310251
392,C_392,I,A,USD,false,1,0,1000000,54879.56,,bank,Dana,Horton,3160 Lisa Isle,Erinberg,RI,US,04227,Female,2000-02-06,093-38-0586,-57.278007,-43.3510335
393,C_393,I,A,USD,false,1,0,1000000,91343.91,,bank,Dennis,Miles,517 Ebony Row Suite 901,South Heather,WI,US,99734,Male,1953-01-14,175-11-1628,64.428401,79.9114945
394,C_394,I,A,USD,true,1,0,1000000,90738.68,,bank,Marcus,Smith,262 Holly Loaf,East Frank,MN,US,75086,Male,2006-05-06,830-50-0432,39.114849,-17.999719
395,C_395,I,A,USD,false,1,0,1000000,93618.63,,bank,Luke,Johnson,888 Jamie Street Apt. 503,Camposland,NY,US,10544,Male,1914-06-20,592-66-6466,40.750893,-63.749044
396,C_396,I,A,USD,false,1,0,1000000,56187.91,,bank,John,Nelson,720 Jacob Dam,Bethbury,HI,US,52128,Male,1947-03-08,868-96-6785,-142.380111,78.7107095
397,C_397,I,A,USD,true,1,0,1000000,82124.70,,bank,Joshua,Young,9112 Clarke Mills Apt. 373,East Joseph,KS,US,72165,Male,1988-09-21,491-80-2272,175.520241,40.623172
398,C_398,I,A,USD,false,1,0,1000000,74699.24,,bank,Jordan,Weaver,76270 Scott Forges Apt. 983,Smithbury,NJ,US,28840,Male,1980-04-09,720-92-6295,163.844951,4.6599835
399,C_399,I,A,USD,false,1,0,1000000,81962.53,,bank,Amy,Caldwell,73138 Anderson Shores,New Jessicaside,OH,US,98020,Female,1916-03-06,288-18-9632,-143.880348,47.019563
400,C_400,I,A,USD,false,1,0,1000000,75504.21,,bank,Gary,Patterson,799 Jones Mountains Suite 301,Blackborough,MP,US,75479,Male,1972-10-12,350-35-6515,79.762214,-68.732467
401,C_401,I,A,USD,false,1,0,1000000,95253.00,,bank,Stacey,Sanchez,332 Debra Roads Suite 574,Karenmouth,MD,US,46584,Female,1913-01-21,651-18-3567,-141.570389,4.244026
402,C_402,I,A,USD,true,1,0,1000000,85213.89,,bank,Sarah,Hernandez,69549 Bruce Falls,Craigtown,OK,US,92927,Female,1923-07-26,046-61-0352,-58.136692,44.249818
403,C_403,I,A,USD,false,1,0,1000000,71394.77,,bank,Valerie,Nunez,556 Nguyen Ramp Apt. 144,North James,WV,US,45072,Female,1929-05-26,165-16-8334,128.578636,45.6009485
404,C_404,I,A,USD,false,1,0,1000000,57450.31,,bank,Tracy,Anderson,6607 James Fall,Port Angela,MO,US,81227,Female,1980-12-07,825-97-4697,20.933666,74.711226
405,C_405,I,A,USD,false,1,0,1000000,59174.63,,bank,Krystal,Mcclain,645 Ricky Heights Suite 632,Lake Johnfurt,DC,US,34361,Female,1975-05-03,757-25-4378,-13.979224,-34.1158675
406,C_406,I,A,USD,false,1,0,1000000,62218.94,,bank,Jaime,Ellis,5102 Trujillo Shores Apt. 346,Johnsonchester,AL,US,96488,Male,1949-06-10,197-43-7592,33.890647,42.994494
407,C_407,I,A,USD,false,1,0,1000000,72312.71,,bank,Morgan,Simpson,75949 Ashley Rapids Apt. 354,East Thomaschester,MA,US,69026,Female,1929-10-30,078-82-8508,131.939544,-21.8563975
408,C_408,I,A,USD,false,1,0,1000000,79576.44,,bank,Walter,Johnson,4168 Walter Row Suite 342,East Jacob,IN,US,37789,Male,1924-05-08,806-53-4646,149.506382,74.7715955
409,C_409,I,A,USD,false,1,0,1000000,98906.23,,bank,Bradley,Campbell,61820 Gilbert Ferry,Hendersonfurt,NE,US,64310,Male,2026-05-22,119-58-7202,-27.223020,33.4564005
410,C_410,I,A,USD,false,1,0,1000000,56254.58,,bank,Mark,Oconnor,342 Serrano Branch Suite 123,South Thomasstad,MI,US,66613,Male,2003-04-12,471-41-4548,-60.732038,-78.5735095
411,C_411,I,A,USD,false,1,0,1000000,79476.70,,bank,Erin,Perry,27529 Gibson Union Apt. 272,Port Roymouth,AR,US,71832,Female,1980-04-02,289-99-9334,176.378308,-16.300870
412,C_412,I,A,USD,false,1,0,1000000,64563.24,,bank,Christopher,Williams,242 West Rapid,Evansfort,DE,US,17789,Male,1944-07-17,421-05-3236,23.440449,-37.4374935
413,C_413,I,A,USD,false,1,0,1000000,66150.92,,bank,Thomas,Reynolds,8898 Christina Lodge,Lake Rebecca,SD,US,16117,Male,1943-02-14,818-40-9269,-174.136480,-63.700531
414,C_414,I,A,USD,false,1,0,1000000,81651.36,,bank,Sharon,Day,55303 Thomas Cove,West David,GU,US,04395,Female,1992-03-17,081-36-4478,54.107343,63.2619165
415,C_415,I,A,USD,false,1,0,1000000,72987.92,,bank,Connor,Lewis,51983 Angela Ferry Apt. 942,West Susan,RI,US,08299,Male,1934-04-18,391-90-4299,-20.422687,59.422878
416,C_416,I,A,USD,false,1,0,1000000,61793.79,,bank,Kristin,Anderson,36097 Ronald Squares,West Robertbury,DE,US,13049,Female,1985-03-03,442-59-4450,120.574983,-73.657451
417,C_417,I,A,USD,false,1,0,1000000,87718.62,,bank,Cynthia,Parker,9535 Stephens Mountains Apt. 759,Sandersberg,MO,US,29378,Female,1912-07-30,062-55-9040,70.639236,-62.346035
418,C_418,I,A,USD,false,1,0,1000000,85891.45,,bank,Raymond,Jones,493 Melanie Corners,Shelleyside,MH,US,02802,Male,1918-10-03,142-40-6518,-126.031609,26.136827
419,C_419,I,A,USD,false,1,0,1000000,59835.63,,bank,Laurie,Archer,84992 Young Village,Shawntown,DE,US,08384,Female,1923-08-03,888-65-6140,88.413902,14.8237675
420,C_420,I,A,USD,false,1,0,1000000,99294.81,,bank,Tanya,Zavala,3907 Dorothy Grove Suite 849,South Willie,WA,US,09662,Female,1918-10-29,689-48-7740,-22.729217,-31.191187
421,C_421,I,A,USD,false,1,0,1000000,77148.23,,bank,Mark,Aguilar,982 Tara Keys,Andrewfort,ID,US,10284,Male,2020-05-17,429-83-2447,84.772165,-81.9130245
422,C_422,I,A,USD,false,1,0,1000000,52455.19,,bank,Lori,Smith,98160 Gavin Orchard,Kellyside,NJ,US,15922,Female,1937-07-06,623-45-0915,-83.468881,50.7967585
423,C_423,I,A,USD,false,1,0,1000000,88102.61,,bank,Jeffrey,Cook,185 Hendricks Station Suite 549,Scottside,IL,US,88802,Male,2000-09-08,427-13-3223,-109.819344,82.157184
424,C_424,I,A,USD,true,1,0,1000000,74390.44,,bank,Barry,Hunt,8582 Stephanie Station Suite 517,South Kelsey,CO,US,25747,Male,2021-10-29,073-35-6419,-68.031346,45.1402475
425,C_425,I,A,USD,false,1,0,1000000,61052.28,,bank,Seth,Vazquez,09220 Mary Ferry Suite 239,New Harrymouth,MT,US,67596,Male,2014-10-18,530-23-9300,-9.781194,48.796456
426,C_426,I,A,USD,false,1,0,1000000,96004.47,,bank,Joann,Levine,7124 Julia Route,Sarahport,IA,US,06258,Female,2022-01-17,646-02-5041,-78.857733,45.8862835
427,C_427,I,A,USD,false,1,0,1000000,64010.84,,bank,Cindy,Davila,3241 Jackson Views,North Charlesside,CA,US,75766,Female,1985-04-23,370-86-1732,-136.079597,75.2422235
428,C_428,I,A,USD,false,1,0,1000000,54415.83,,bank,Ashley,Norton,596 Perez Cape Apt. 107,Feliciaville,TN,US,37772,Female,1920-12-12,149-85-3100,-60.207211,52.8833205
429,C_429,I,A,USD,false,1,0,1000000,81437.96,,bank,Kimberly,Parker,33739 Monica Forge Apt. 323,East Ericville,TN,US,96998,Female,1959-03-26,887-19-2986,-90.046891,-22.7259585
430,C_430,I,A,USD,false,1,0,1000000,63172.91,,bank,Corey,Spencer,432 Andrew Mission Apt. 721,Nathanborough,CO,US,35590,Male,1977-10-05,074-60-9391,70.315805,-10.5387055
431,C_431,I,A,USD,false,1,0,1000000,73896.19,,bank,Robert,Garza,0433 Rita Drives Suite 711,Torresside,KS,US,83745,Male,1998-07-15,627-70-8099,53.614183,42.100951
432,C_432,I,A,USD,false,1,0,1000000,54204.55,,bank,Andrea,Woods,370 Heather Rapid,Jenniferville,VI,US,56958,Female,2024-06-21,407-23-0858,102.118090,-27.467151
433,C_433,I,A,USD,false,1,0,1000000,91057.66,,bank,Michael,Jenkins,996 Helen Fall,Port Alicia,LA,US,03173,Male,1939-01-25,296-42-9784,71.822211,-39.926625
434,C_434,I,A,USD,false,1,0,1000000,53957.99,,bank,Jenna,Brewer,89860 Norris Islands,North Sarahfort,UT,US,90549,Female,1965-03-29,226-53-6080,-103.624904,21.614478
435,C_435,I,A,USD,false,1,0,1000000,67588.54,,bank,Meredith,Allen,1521 Munoz Forks Suite 013,South Frank,DE,US,64834,Female,1963-11-11,187-01-6191,90.819175,-75.2024565
436,C_436,I,A,USD,false,1,0,1000000,88498.17,,bank,Daniel,Carr,72997 Patricia Green,Wangview,NC,US,96975,Male,1967-05-24,525-10-1466,123.922000,49.3145255
437,C_437,I,A,USD,false,1,0,1000000,52652.54,,bank,Andrew,Hernandez,830 Scott Trace Suite 849,Deborahberg,TN,US,95537,Male,2005-07-12,164-38-0712,-4.672677,62.473935
438,C_438,I,A,USD,false,1,0,1000000,83049.49,,bank,David,Smith,02619 Bartlett Place Suite 958,East Adam,NM,US,24200,Male,2012-06-29,325-26-8162,112.690955,64.058781
439,C_439,I,A,USD,false,1,0,1000000,77937.55,,bank,Michael,Waller,34328 Jorge Neck,Larsonmouth,NY,US,80980,Male,1913-07-30,519-99-4283,-32.118150,-61.0782525
440,C_440,I,A,USD,false,1,0,1000000,59391.03,,bank,Christopher,Lin,86123 Eric Pike Suite 366,Michaelport,LA,US,49201,Male,1919-06-08,403-58-3631,-54.129832,1.0350005
441,C_441,I,A,USD,false,1,0,1000000,93474.81,,bank,Gloria,Ibarra,2593 Ortega Garden,Valenciachester,TN,US,08036,Female,1919-01-09,770-48-1639,-36.971918,80.959734
442,C_442,I,A,USD,false,1,0,1000000,91145.06,,bank,Anna,Perez,7730 Myers Viaduct,Garciachester,AS,US,87735,Female,1987-03-16,806-49-3557,-169.805974,77.538375
443,C_443,I,A,USD,false,1,0,1000000,98749.82,,bank,Alison,Manning,244 Sarah Club,Sanchezborough,MS,US,58788,Female,1946-07-15,220-09-9366,-124.248356,63.5028405
444,C_444,I,A,USD,false,1,0,1000000,84831.21,,bank,Teresa,Parker,76538 Rivera Meadows Apt. 688,North Albertport,SC,US,28403,Female,2003-10-15,229-55-4021,-17.004148,60.959205
445,C_445,I,A,USD,false,1,0,1000000,62146.72,,bank,Alison,Mcbride,500 Cassidy Grove Suite 682,Ortizport,RI,US,35126,Female,1960-08-05,792-24-5416,-0.205166,33.9024465
446,C_446,I,A,USD,false,1,0,1000000,52368.90,,bank,Lindsey,Anderson,75423 Thompson Manor Apt. 072,New John,NJ,US,97744,Female,1966-01-13,777-09-8549,-169.821884,54.2262035
447,C_447,I,A,USD,false,1,0,1000000,81501.95,,bank,Jessica,Simmons,65317 Deborah Court Suite 056,New Garyland,MT,US,72709,Female,1935-11-10,406-10-6946,-5.554758,65.647855
448,C_448,I,A,USD,false,1,0,1000000,69138.57,,bank,Jason,Myers,3686 Clayton Village,West Adam,VT,US,49954,Male,1980-02-05,500-56-2090,62.306301,-2.503019
449,C_449,I,A,USD,false,1,0,1000000,61278.81,,bank,Nicolas,Price,983 Charles Falls,Mcconnellborough,FM,US,40598,Male,2026-05-14,881-20-2687,161.403926,-76.957370
450,C_450,I,A,USD,false,1,0,1000000,97471.47,,bank,Kelly,Gray,45728 Scott Ford,Powellfurt,DC,US,78365,Female,1936-01-03,233-63-7159,29.011004,-82.040947
451,C_451,I,A,USD,false,1,0,1000000,95138.21,,bank,Yolanda,Johnson,872 Michelle Parkways Suite 786,Heidiport,ND,US,53207,Female,2014-05-03,884-67-0580,136.849073,47.2113615
452,C_452,I,A,USD,false,1,0,1000000,83632.39,,bank,Willie,Johnson,781 Williams Trail,East Joel,NE,US,42479,Male,1994-01-15,809-67-5068,-144.819041,-24.237630
453,C_453,I,A,USD,false,1,0,1000000,68649.53,,bank,John,Davis,5144 Patton Corners,Anthonyside,LA,US,86051,Male,1971-12-13,797-61-0799,-171.032177,-52.660272
454,C_454,I,A,USD,false,1,0,1000000,70286.35,,bank,Cindy,James,36680 Wang Valley,Taylorfort,AR,US,81650,Female,1948-01-25,186-55-7863,-162.961816,86.1014785
455,C_455,I,A,USD,false,1,0,1000000,64686.05,,bank,Ricky,Ross,089 Brady Estates,Martinmouth,MN,US,17333,Male,1930-09-30,057-53-5229,-149.565731,87.441957
456,C_456,I,A,USD,false,1,0,1000000,94673.92,,bank,Holly,Crane,872 Eric Lodge Apt. 593,West Anthonyhaven,VT,US,70181,Female,1958-08-15,047-70-6934,-33.454440,7.884891
457,C_457,I,A,USD,false,1,0,1000000,90816.56,,bank,Bryan,Watts,12595 Wilson Crescent Apt. 428,Hernandezbury,LA,US,23485,Male,1993-01-25,521-88-0518,37.283016,24.859914
458,C_458,I,A,USD,false,1,0,1000000,51139.47,,bank,Angelica,Adams,51237 Barton Mills,Shaunmouth,AK,US,02535,Female,1988-05-03,295-56-9820,-130.639638,7.8582755
459,C_459,I,A,USD,false,1,0,1000000,99877.87,,bank,Sandra,Perez,45654 Ruiz Shores Suite 956,Port Jessicatown,AK,US,41343,Female,1994-11-17,576-19-2920,-128.773965,40.5366435
460,C_460,I,A,USD,false,1,0,1000000,55671.67,,bank,Michael,Case,555 Stevens Stream Suite 060,New Markside,TN,US,67532,Male,1964-03-11,835-20-6472,172.583020,-8.3017305
461,C_461,I,A,USD,false,1,0,1000000,85915.70,,bank,Briana,Keller,93698 Maria Coves,Thomasport,IA,US,21450,Female,2021-08-13,044-48-6132,-13.889882,-21.709828
462,C_462,I,A,USD,false,1,0,1000000,70225.92,,bank,Stacey,Zamora,51003 Jeffrey Corner,Sarahside,PW,US,19657,Female,2015-02-08,039-65-3483,-89.142206,37.992977
463,C_463,I,A,USD,true,1,0,1000000,88540.44,,bank,Amanda,Townsend,6575 Norris Pass Apt. 898,East Patrick,DC,US,52354,Female,1965-12-01,259-60-3895,-153.067519,20.101799
464,C_464,I,A,USD,false,1,0,1000000,76420.57,,bank,Nicholas,Williams,3660 Walker Rue,Port Kimberlyland,MI,US,09680,Male,1987-01-28,189-40-2368,74.518999,-25.447689
465,C_465,I,A,USD,false,1,0,1000000,79677.64,,bank,Douglas,Patterson,9514 Rodriguez Crossing,Wrightport,NC,US,24572,Male,2007-07-08,508-73-7203,24.761872,-89.1521065
466,C_466,I,A,USD,false,1,0,1000000,82409.05,,bank,Angela,Benson,8941 Andrew Falls,Georgestad,LA,US,05588,Female,2024-11-01,817-59-8318,-149.487827,-86.294848
467,C_467,I,A,USD,false,1,0,1000000,78149.56,,bank,Kristen,Rogers,29052 David Landing,Port Andreaberg,SC,US,69439,Female,1942-06-07,043-83-0478,-20.061560,41.671833
468,C_468,I,A,USD,false,1,0,1000000,80910.83,,bank,Brett,Tanner,8562 James Forge,Barrside,GU,US,15314,Male,1930-03-21,024-75-2510,-73.199534,-22.100003
469,C_469,I,A,USD,false,1,0,1000000,57345.83,,bank,Jennifer,Ray,9542 Peter Branch,Hallton,AZ,US,86709,Female,1977-11-19,517-44-9376,68.393048,10.298809
470,C_470,I,A,USD,false,1,0,1000000,65881.40,,bank,Kevin,Lynch,035 Estrada Plaza,Morganburgh,FL,US,98826,Male,1940-02-24,387-45-7008,16.583827,80.437472
471,C_471,I,A,USD,false,1,0,1000000,51077.64,,bank,Kara,Robles,0006 Wolfe Shoal Apt. 334,Lake David,RI,US,01973,Female,1964-08-14,270-53-7155,49.503471,4.291949
472,C_472,I,A,USD,false,1,0,1000000,56952.10,,bank,Andrea,Moss,4196 Bailey Plain,Annchester,OK,US,33116,Female,1922-02-06,802-40-8133,-91.266965,-45.1904155
473,C_473,I,A,USD,false,1,0,1000000,61241.62,,bank,William,Guzman,96231 Chad Road,North Haroldview,UT,US,06541,Male,1967-01-20,133-11-4985,-41.242616,76.1531825
474,C_474,I,A,USD,false,1,0,1000000,66484.25,,bank,Jacob,Haynes,91793 Ann Rue,New Randychester,MP,US,12184,Male,2020-11-03,401-04-2666,-111.291318,77.777247
475,C_475,I,A,USD,false,1,0,1000000,64699.11,,bank,Michael,Elliott,067 Henson Plaza,Brandyborough,CO,US,80400,Male,1989-08-30,778-43-6157,-115.229096,62.3574935
476,C_476,I,A,USD,false,1,0,1000000,79736.70,,bank,Danielle,Peterson,21049 Martinez Trace Apt. 177,Youngtown,GU,US,72077,Female,1941-04-17,341-52-2026,-72.307342,-44.5865865
477,C_477,I,A,USD,false,1,0,1000000,77445.82,,bank,Jason,Cook,167 Donald Ferry Apt. 879,Seantown,IN,US,75905,Male,1988-09-30,257-71-7666,98.783681,-24.9434255
478,C_478,I,A,USD,false,1,0,1000000,50320.15,,bank,Christy,Brown,695 Julie Stravenue Apt. 720,East Kayla,PW,US,73830,Female,1912-03-13,425-52-7794,-91.251025,68.046678
479,C_479,I,A,USD,false,1,0,1000000,81920.72,,bank,Don,Manning,221 Brandon Grove,North Kelly,OR,US,92227,Male,2003-04-17,646-03-4786,-82.219811,-6.4776895
480,C_480,I,A,USD,false,1,0,1000000,67373.56,,bank,Eric,Hansen,404 Stephanie Expressway Suite 068,Rodriguezmouth,AZ,US,62051,Male,2015-07-15,660-04-3021,-120.710958,-34.839202
481,C_481,I,A,USD,false,1,0,1000000,78842.08,,bank,Elijah,Willis,248 Brown Harbor,Guerrafort,NE,US,69991,Male,1944-06-05,374-75-8341,95.201542,59.131539
482,C_482,I,A,USD,false,1,0,1000000,68977.73,,bank,Isaiah,Gilmore,629 Chandler Junctions,Colleenside,GU,US,82478,Male,1959-09-06,597-47-5291,-98.692218,77.680737
483,C_483,I,A,USD,false,1,0,1000000,57820.15,,bank,Frank,Mcdonald,060 Elliott Station,Reyesfurt,IA,US,76633,Male,1987-04-28,475-39-1574,-173.423279,28.224293
